time,G(i),H_sun,T2m,WS10m,Int
20200122:0909,689.63,24.29,9.88,2.07,0.0
20200122:1009,917.59,31.88,13.99,2.9,0.0
20200122:1109,1032.7,36.62,16.34,3.59,0.0
20200122:1209,1057.65,37.73,18.22,3.86,0.0
20200122:1309,982.08,34.98,19.69,4.28,0.0
20200122:1409,800.3,28.9,20.59,4.69,0.0
20200122:1509,585.73,20.37,20.89,4.83,0.0
20200122:1609,288.33,10.18,20.58,4.62,0.0
20200122:1709,0.0,0.0,19.08,3.45,0.0
20200122:1809,0.0,0.0,17.21,3.17,0.0
20200122:1909,0.0,0.0,16.25,3.1,0.0
20200122:2009,0.0,0.0,14.96,2.76,0.0
20200122:2109,0.0,0.0,13.76,3.38,0.0
20200122:2209,0.0,0.0,12.69,4.21,0.0
20200122:2309,0.0,0.0,11.76,4.41,0.0
20200123:0009,0.0,0.0,10.86,4.55,0.0
20200123:0109,0.0,0.0,9.92,4.69,0.0
20200123:0209,0.0,0.0,9.1,4.9,0.0
20200123:0309,0.0,0.0,8.35,4.9,0.0
20200123:0409,0.0,0.0,7.65,4.76,0.0
20200123:0509,0.0,0.0,7.0,4.55,0.0
20200123:0609,0.0,0.0,6.32,4.28,0.0
20200123:0709,139.18,3.96,5.71,4.21,0.0
20200123:0809,445.53,14.84,6.53,3.59,0.0
20200123:0909,686.05,24.43,9.63,3.1,0.0
20200123:1009,874.49,32.06,12.67,2.69,0.0
20200123:1109,950.36,36.83,14.59,2.48,0.0
20200123:1209,933.73,37.97,15.72,2.48,0.0
20200123:1309,899.81,35.22,16.52,2.62,0.0
20200123:1409,790.33,29.13,17.02,2.62,0.0
20200123:1509,607.16,20.58,17.19,2.48,0.0
20200123:1609,326.71,10.38,16.98,2.41,0.0
20200123:1709,0.0,0.0,16.17,2.21,0.0
20200123:1809,0.0,0.0,14.73,2.69,0.0
20200123:1909,0.0,0.0,13.52,2.9,0.0
20200123:2009,0.0,0.0,12.12,3.31,0.0
20200123:2109,0.0,0.0,10.98,3.59,0.0
20200123:2209,0.0,0.0,10.03,3.86,0.0
20200123:2309,0.0,0.0,9.21,4.07,0.0
20200124:0009,0.0,0.0,8.5,4.28,0.0
20200124:0109,0.0,0.0,7.85,4.28,0.0
20200124:0209,0.0,0.0,7.18,4.28,0.0
20200124:0309,0.0,0.0,6.53,4.21,0.0
20200124:0409,0.0,0.0,5.93,4.14,0.0
20200124:0509,0.0,0.0,5.4,4.07,0.0
20200124:0609,0.0,0.0,4.86,3.93,0.0
20200124:0709,147.47,4.05,4.44,3.66,0.0
20200124:0809,461.84,14.96,5.73,3.03,0.0
20200124:0909,705.51,24.58,9.6,2.28,0.0
20200124:1009,765.24,32.24,13.45,1.72,0.0
20200124:1109,1035.97,37.05,15.48,1.24,0.0
20200124:1209,1071.93,38.21,16.61,1.1,0.0
20200124:1309,921.35,35.47,17.45,1.45,0.0
20200124:1409,769.25,29.37,18.0,1.93,0.0
20200124:1509,578.91,20.8,18.16,2.07,0.0
20200124:1609,309.18,10.58,17.93,1.79,0.0
20200124:1709,0.0,0.0,17.19,1.59,0.0
20200124:1809,0.0,0.0,15.82,1.93,0.0
20200124:1909,0.0,0.0,14.47,2.9,0.0
20200124:2009,0.0,0.0,13.4,2.97,0.0
20200124:2109,0.0,0.0,12.35,2.83,0.0
20200124:2209,0.0,0.0,11.36,2.9,0.0
20200124:2309,0.0,0.0,10.43,2.97,0.0
20200125:0009,0.0,0.0,9.54,2.83,0.0
20200125:0109,0.0,0.0,8.65,2.69,0.0
20200125:0209,0.0,0.0,7.79,2.34,0.0
20200125:0309,0.0,0.0,7.74,2.14,0.0
20200125:0409,0.0,0.0,7.24,2.28,0.0
20200125:0509,0.0,0.0,6.18,2.9,0.0
20200125:0609,0.0,0.0,5.67,2.9,0.0
20200125:0709,124.68,4.15,5.46,2.76,0.0
20200125:0809,242.27,15.08,6.42,2.76,0.0
20200125:0909,274.78,24.74,9.09,2.34,0.0
20200125:1009,295.73,32.43,12.2,2.62,0.0
20200125:1109,540.22,37.28,13.71,2.9,0.0
20200125:1209,716.89,38.45,14.77,3.1,0.0
20200125:1309,863.76,35.72,15.9,3.03,0.0
20200125:1409,444.7,29.61,16.66,2.76,0.0
20200125:1509,302.83,21.02,17.02,2.34,0.0
20200125:1609,336.52,10.78,16.92,2.34,0.0
20200125:1709,0.0,0.0,16.07,2.41,0.0
20200125:1809,0.0,0.0,14.62,2.76,0.0
20200125:1909,0.0,0.0,13.65,2.07,0.0
20200125:2009,0.0,0.0,12.38,2.14,0.0
20200125:2109,0.0,0.0,11.32,2.34,0.0
20200125:2209,0.0,0.0,10.62,2.83,0.0
20200125:2309,0.0,0.0,10.0,3.24,0.0
20200126:0009,0.0,0.0,9.66,3.45,0.0
20200126:0109,0.0,0.0,9.38,3.03,0.0
20200126:0209,0.0,0.0,8.62,2.83,0.0
20200126:0309,0.0,0.0,7.94,2.97,0.0
20200126:0409,0.0,0.0,7.86,2.76,0.0
20200126:0509,0.0,0.0,7.46,2.48,0.0
20200126:0609,0.0,0.0,6.84,2.55,0.0
20200126:0709,104.16,4.25,7.11,2.9,0.0
20200126:0809,448.9,15.21,8.06,2.76,0.0
20200126:0909,734.29,24.9,10.91,2.07,0.0
20200126:1009,896.21,32.63,13.3,1.38,0.0
20200126:1109,971.84,37.51,15.07,1.93,0.0
20200126:1209,958.13,38.71,16.14,2.34,0.0
20200126:1309,923.04,35.97,16.99,1.93,0.0
20200126:1409,797.77,29.85,17.49,1.38,0.0
20200126:1509,593.01,21.25,17.79,1.03,0.0
20200126:1609,316.59,10.98,17.74,1.24,0.0
20200126:1709,0.0,0.0,17.3,1.03,0.0
20200126:1809,0.0,0.0,16.41,0.62,0.0
20200126:1909,0.0,0.0,15.14,1.52,0.0
20200126:2009,0.0,0.0,13.59,1.31,0.0
20200126:2109,0.0,0.0,12.31,1.66,0.0
20200126:2209,0.0,0.0,11.39,3.1,0.0
20200126:2309,0.0,0.0,10.63,4.41,0.0
20200127:0009,0.0,0.0,9.98,4.9,0.0
20200127:0109,0.0,0.0,9.37,4.97,0.0
20200127:0209,0.0,0.0,8.71,4.9,0.0
20200127:0309,0.0,0.0,8.05,4.97,0.0
20200127:0409,0.0,0.0,7.43,4.97,0.0
20200127:0509,0.0,0.0,6.82,4.97,0.0
20200127:0609,0.0,0.0,6.27,4.9,0.0
20200127:0709,93.57,4.36,5.76,4.83,0.0
20200127:0809,434.76,15.34,6.71,4.69,0.0
20200127:0909,723.83,25.06,9.26,4.97,0.0
20200127:1009,924.56,32.83,11.74,4.76,0.0
20200127:1109,1024.19,37.75,13.59,3.93,0.0
20200127:1209,1013.53,38.97,14.78,2.76,0.0
20200127:1309,940.03,36.23,15.57,1.93,0.0
20200127:1409,813.91,30.09,16.13,1.86,0.0
20200127:1509,632.95,21.47,16.4,1.93,0.0
20200127:1609,346.4,11.19,16.27,1.72,0.0
20200127:1709,0.0,0.0,15.78,1.17,0.0
20200127:1809,0.0,0.0,14.86,0.83,0.0
20200127:1909,0.0,0.0,13.51,1.03,0.0
20200127:2009,0.0,0.0,11.97,1.38,0.0
20200127:2109,0.0,0.0,10.38,1.79,0.0
20200127:2209,0.0,0.0,9.2,2.41,0.0
20200127:2309,0.0,0.0,8.08,2.9,0.0
20200128:0009,0.0,0.0,6.85,3.1,0.0
20200128:0109,0.0,0.0,5.91,3.24,0.0
20200128:0209,0.0,0.0,5.07,3.24,0.0
20200128:0309,0.0,0.0,4.32,3.31,0.0
20200128:0409,0.0,0.0,3.78,3.52,0.0
20200128:0509,0.0,0.0,3.55,3.72,0.0
20200128:0609,0.0,0.0,3.31,4.0,0.0
20200128:0709,104.58,4.47,2.43,3.52,0.0
20200128:0809,464.49,15.48,4.33,3.1,0.0
20200128:0909,722.62,25.24,8.52,2.48,0.0
20200128:1009,938.17,33.04,12.4,1.93,0.0
20200128:1109,1031.5,37.99,14.2,1.03,0.0
20200128:1209,1020.52,39.23,15.14,0.41,0.0
20200128:1309,953.65,36.5,15.85,0.48,0.0
20200128:1409,807.08,30.34,16.37,0.97,0.0
20200128:1509,639.92,21.7,16.69,1.17,0.0
20200128:1609,346.68,11.4,16.62,1.03,0.0
20200128:1709,0.0,0.0,16.23,0.97,0.0
20200128:1809,0.0,0.0,15.18,1.24,0.0
20200128:1909,0.0,0.0,13.99,1.59,0.0
20200128:2009,0.0,0.0,12.41,2.21,0.0
20200128:2109,0.0,0.0,10.94,2.62,0.0
20200128:2209,0.0,0.0,9.62,2.97,0.0
20200128:2309,0.0,0.0,8.48,3.17,0.0
20200129:0009,0.0,0.0,7.61,3.45,0.0
20200129:0109,0.0,0.0,7.05,3.79,0.0
20200129:0209,0.0,0.0,6.59,4.07,0.0
20200129:0309,0.0,0.0,6.1,4.21,0.0
20200129:0409,0.0,0.0,5.77,4.41,0.0
20200129:0509,0.0,0.0,5.53,4.55,0.0
20200129:0609,0.0,0.0,5.34,4.55,0.0
20200129:0709,102.43,4.59,5.36,4.62,0.0
20200129:0809,456.16,15.63,7.11,4.14,0.0
20200129:0909,697.44,25.41,10.93,3.59,0.0
20200129:1009,908.6,33.25,14.69,3.38,0.0
20200129:1109,1014.4,38.24,17.03,3.24,0.0
20200129:1209,1005.19,39.5,18.29,2.55,0.0
20200129:1309,946.04,36.76,18.96,1.31,0.0
20200129:1409,813.43,30.59,19.35,0.48,0.0
20200129:1509,628.51,21.93,19.54,0.48,0.0
20200129:1609,358.19,11.61,19.48,0.69,0.0
20200129:1709,0.0,0.0,19.05,1.1,0.0
20200129:1809,0.0,0.0,17.81,1.52,0.0
20200129:1909,0.0,0.0,16.57,1.72,0.0
20200129:2009,0.0,0.0,15.1,2.0,0.0
20200129:2109,0.0,0.0,13.7,2.41,0.0
20200129:2209,0.0,0.0,12.44,2.9,0.0
20200129:2309,0.0,0.0,11.32,3.24,0.0
20200130:0009,0.0,0.0,10.46,3.45,0.0
20200130:0109,0.0,0.0,9.82,3.79,0.0
20200130:0209,0.0,0.0,9.32,4.07,0.0
20200130:0309,0.0,0.0,8.88,4.21,0.0
20200130:0409,0.0,0.0,8.5,4.21,0.0
20200130:0509,0.0,0.0,8.04,4.07,0.0
20200130:0609,0.0,0.0,7.57,3.93,0.0
20200130:0709,97.79,4.72,7.3,3.72,0.0
20200130:0809,449.65,15.78,8.84,3.17,0.0
20200130:0909,704.23,25.6,12.85,2.69,0.0
20200130:1009,897.81,33.47,16.66,2.28,0.0
20200130:1109,996.33,38.49,18.82,1.66,0.0
20200130:1209,993.23,39.77,19.95,0.76,0.0
20200130:1309,921.31,37.04,20.73,0.69,0.0
20200130:1409,753.31,30.85,21.28,1.1,0.0
20200130:1509,569.96,22.16,21.53,1.1,0.0
20200130:1609,306.33,11.81,21.42,0.97,0.0
20200130:1709,0.0,0.0,20.94,0.34,0.0
20200130:1809,0.0,0.0,19.85,0.55,0.0
20200130:1909,0.0,0.0,18.55,1.03,0.0
20200130:2009,0.0,0.0,16.73,1.31,0.0
20200130:2109,0.0,0.0,15.09,1.79,0.0
20200130:2209,0.0,0.0,13.74,2.28,0.0
20200130:2309,0.0,0.0,12.55,2.9,0.0
20200131:0009,0.0,0.0,11.31,3.31,0.0
20200131:0109,0.0,0.0,10.51,3.66,0.0
20200131:0209,0.0,0.0,10.03,3.93,0.0
20200131:0309,0.0,0.0,9.56,4.0,0.0
20200131:0409,0.0,0.0,9.12,3.93,0.0
20200131:0509,0.0,0.0,8.62,3.86,0.0
20200131:0609,0.0,0.0,8.11,3.86,0.0
20200131:0709,110.2,4.85,7.87,4.28,0.0
20200131:0809,455.48,15.94,9.52,3.86,0.0
20200131:0909,653.41,25.79,13.44,3.45,0.0
20200131:1009,905.61,33.7,17.3,3.59,0.0
20200131:1109,1010.91,38.75,19.57,3.93,0.0
20200131:1209,1015.51,40.05,20.81,3.93,0.0
20200131:1309,942.55,37.31,21.49,3.72,0.0
20200131:1409,843.23,31.11,21.85,3.24,0.0
20200131:1509,633.92,22.39,21.89,2.76,0.0
20200131:1609,197.5,12.02,21.69,2.48,0.0
20200131:1709,0.0,0.0,20.86,1.72,0.0
20200131:1809,0.0,0.0,19.46,1.72,0.0
20200131:1909,0.0,0.0,17.6,1.72,0.0
20200131:2009,0.0,0.0,15.79,2.28,0.0
20200131:2109,0.0,0.0,14.4,2.9,0.0
20200131:2209,0.0,0.0,13.06,3.59,0.0
20200131:2309,0.0,0.0,11.93,4.07,0.0
20200201:0009,0.0,0.0,11.4,4.48,0.0
20200201:0109,0.0,0.0,11.27,4.83,0.0
20200201:0209,0.0,0.0,11.05,5.1,0.0
20200201:0309,0.0,0.0,10.74,5.31,0.0
20200201:0409,0.0,0.0,10.34,5.38,0.0
20200201:0509,0.0,0.0,9.88,5.45,0.0
20200201:0609,0.0,0.0,9.42,5.38,0.0
20200201:0709,124.1,4.98,9.29,5.24,0.0
20200201:0809,422.3,16.1,10.6,4.97,0.0
20200201:0909,725.5,25.98,13.44,5.38,0.0
20200201:1009,872.89,33.93,16.06,5.72,0.0
20200201:1109,977.67,39.02,17.93,5.45,0.0
20200201:1209,989.79,40.33,19.13,4.76,0.0
20200201:1309,930.38,37.59,19.96,4.28,0.0
20200201:1409,811.33,31.37,20.53,4.0,0.0
20200201:1509,609.42,22.63,20.77,3.72,0.0
20200201:1609,316.07,12.24,20.65,3.45,0.0
20200201:1709,0.0,0.0,19.9,2.76,0.0
20200201:1809,0.0,0.0,18.55,2.48,0.0
20200201:1909,0.0,0.0,17.66,2.48,0.0
20200201:2009,0.0,0.0,16.43,2.21,0.0
20200201:2109,0.0,0.0,15.07,2.14,0.0
20200201:2209,0.0,0.0,13.97,2.48,0.0
20200201:2309,0.0,0.0,13.16,3.24,0.0
20200202:0009,0.0,0.0,12.2,3.1,0.0
20200202:0109,0.0,0.0,11.33,2.97,0.0
20200202:0209,0.0,0.0,10.71,3.38,0.0
20200202:0309,0.0,0.0,10.4,3.93,0.0
20200202:0409,0.0,0.0,10.25,4.55,0.0
20200202:0509,0.0,0.0,10.16,4.97,0.0
20200202:0609,0.0,0.0,9.95,4.97,0.0
20200202:0709,116.96,5.12,9.43,5.1,0.0
20200202:0809,441.48,16.26,10.9,4.97,0.0
20200202:0909,687.13,26.18,13.61,5.1,0.0
20200202:1009,888.8,34.17,15.91,5.24,0.0
20200202:1109,994.87,39.29,17.54,4.97,0.0
20200202:1209,1008.81,40.62,18.71,4.48,0.0
20200202:1309,935.69,37.88,19.59,4.28,0.0
20200202:1409,821.4,31.63,20.23,4.41,0.0
20200202:1509,608.18,22.86,20.47,4.28,0.0
20200202:1609,334.06,12.45,20.28,3.93,0.0
20200202:1709,0.0,0.0,19.55,3.1,0.0
20200202:1809,0.0,0.0,18.16,2.48,0.0
20200202:1909,0.0,0.0,17.17,2.28,0.0
20200202:2009,0.0,0.0,16.01,2.0,0.0
20200202:2109,0.0,0.0,14.56,1.59,0.0
20200202:2209,0.0,0.0,14.78,1.03,0.0
20200202:2309,0.0,0.0,14.68,0.48,0.0
20200203:0009,0.0,0.0,13.73,1.17,0.0
20200203:0109,0.0,0.0,10.63,2.34,0.0
20200203:0209,0.0,0.0,9.78,2.9,0.0
20200203:0309,0.0,0.0,8.88,3.1,0.0
20200203:0409,0.0,0.0,8.08,3.17,0.0
20200203:0509,0.0,0.0,7.42,3.24,0.0
20200203:0609,0.0,0.0,6.96,3.31,0.0
20200203:0709,133.04,5.27,6.79,3.31,0.0
20200203:0809,439.12,16.43,8.31,2.69,0.0
20200203:0909,688.49,26.38,13.05,2.21,0.0
20200203:1009,883.63,34.41,16.92,1.86,0.0
20200203:1109,989.52,39.56,18.49,1.24,0.0
20200203:1209,995.33,40.92,19.62,1.03,0.0
20200203:1309,929.78,38.16,20.58,1.17,0.0
20200203:1409,829.86,31.89,21.33,1.52,0.0
20200203:1509,625.51,23.1,21.7,1.59,0.0
20200203:1609,333.87,12.66,21.65,1.1,0.0
20200203:1709,0.0,0.0,21.23,0.41,0.0
20200203:1809,0.0,0.0,20.22,1.31,0.0
20200203:1909,0.0,0.0,18.69,2.21,0.0
20200203:2009,0.0,0.0,17.27,2.62,0.0
20200203:2109,0.0,0.0,15.98,2.97,0.0
20200203:2209,0.0,0.0,14.8,3.03,0.0
20200203:2309,0.0,0.0,13.71,3.31,0.0
20200204:0009,0.0,0.0,12.73,3.59,0.0
20200204:0109,0.0,0.0,11.96,3.86,0.0
20200204:0209,0.0,0.0,11.33,4.14,0.0
20200204:0309,0.0,0.0,10.77,4.34,0.0
20200204:0409,0.0,0.0,10.24,4.48,0.0
20200204:0509,0.0,0.0,9.78,4.55,0.0
20200204:0609,0.0,0.0,9.38,4.62,0.0
20200204:0709,140.9,5.42,9.46,4.69,0.0
20200204:0809,440.64,16.61,11.3,4.28,0.0
20200204:0909,677.06,26.59,15.39,4.34,0.0
20200204:1009,883.03,34.66,19.32,4.76,0.0
20200204:1109,980.84,39.85,21.89,5.31,0.0
20200204:1209,978.5,41.21,23.54,5.66,0.0
20200204:1309,936.54,38.45,24.57,5.86,0.0
20200204:1409,830.62,32.16,25.21,5.86,0.0
20200204:1509,617.63,23.34,25.4,5.66,0.0
20200204:1609,332.9,12.87,25.14,5.24,0.0
20200204:1709,0.0,0.0,23.84,4.21,0.0
20200204:1809,0.0,0.0,21.62,4.41,0.0
20200204:1909,0.0,0.0,20.46,5.03,0.0
20200204:2009,0.0,0.0,19.31,5.52,0.0
20200204:2109,0.0,0.0,18.34,5.79,0.0
20200204:2209,0.0,0.0,17.39,5.72,0.0
20200204:2309,0.0,0.0,16.34,5.45,0.0
20200205:0009,0.0,0.0,15.31,5.24,0.0
20200205:0109,0.0,0.0,14.94,5.66,0.0
20200205:0209,0.0,0.0,14.76,6.41,0.0
20200205:0309,0.0,0.0,14.13,6.34,0.0
20200205:0409,0.0,0.0,13.23,5.86,0.0
20200205:0509,0.0,0.0,12.31,5.52,0.0
20200205:0609,0.0,0.0,11.48,5.24,0.0
20200205:0709,137.04,5.57,10.61,4.76,0.0
20200205:0809,440.52,16.79,11.63,4.55,0.0
20200205:0909,695.32,26.81,14.0,5.52,0.0
20200205:1009,897.05,34.91,15.66,7.03,0.0
20200205:1109,996.37,40.13,17.04,7.1,0.0
20200205:1209,986.79,41.52,18.2,6.83,0.0
20200205:1309,959.99,38.75,19.02,6.48,0.0
20200205:1409,856.71,32.43,19.52,6.34,0.0
20200205:1509,633.96,23.58,19.64,6.28,0.0
20200205:1609,345.96,13.09,19.24,6.07,0.0
20200205:1709,0.0,0.0,18.22,4.83,0.0
20200205:1809,0.0,0.0,16.47,3.86,0.0
20200205:1909,0.0,0.0,15.13,3.79,0.0
20200205:2009,0.0,0.0,13.8,3.52,0.0
20200205:2109,0.0,0.0,12.59,3.59,0.0
20200205:2209,0.0,0.0,11.5,3.79,0.0
20200205:2309,0.0,0.0,10.48,3.79,0.0
20200206:0009,0.0,0.0,9.41,3.66,0.0
20200206:0109,0.0,0.0,8.44,3.86,0.0
20200206:0209,0.0,0.0,7.56,4.0,0.0
20200206:0309,0.0,0.0,6.68,3.72,0.0
20200206:0409,0.0,0.0,5.84,3.79,0.0
20200206:0509,0.0,0.0,5.12,4.07,0.0
20200206:0609,0.0,0.0,4.5,4.07,0.0
20200206:0709,164.91,5.73,4.32,4.21,0.0
20200206:0809,462.45,16.98,5.71,3.79,0.0
20200206:0909,703.74,27.03,8.4,4.41,0.0
20200206:1009,920.75,35.17,10.49,4.55,0.0
20200206:1109,1007.49,40.42,12.08,4.07,0.0
20200206:1209,1003.83,41.82,13.24,3.17,0.0
20200206:1309,977.26,39.05,14.07,2.48,0.0
20200206:1409,855.2,32.7,14.67,2.34,0.0
20200206:1509,644.36,23.82,14.96,2.21,0.0
20200206:1609,348.45,13.3,14.84,1.93,0.0
20200206:1709,0.0,0.0,14.43,1.93,0.0
20200206:1809,0.0,0.0,13.34,2.34,0.0
20200206:1909,0.0,0.0,11.85,2.48,0.0
20200206:2009,0.0,0.0,10.82,2.62,0.0
20200206:2109,0.0,0.0,9.76,2.76,0.0
20200206:2209,0.0,0.0,8.72,2.9,0.0
20200206:2309,0.0,0.0,7.76,2.9,0.0
20200207:0009,0.0,0.0,6.81,2.83,0.0
20200207:0109,0.0,0.0,5.9,2.83,0.0
20200207:0209,0.0,0.0,5.07,2.83,0.0
20200207:0309,0.0,0.0,4.3,2.83,0.0
20200207:0409,0.0,0.0,3.59,2.83,0.0
20200207:0509,0.0,0.0,2.98,2.97,0.0
20200207:0609,0.0,0.0,2.38,3.03,0.0
20200207:0709,169.95,5.9,2.07,2.83,0.0
20200207:0809,463.82,17.17,3.9,2.21,0.0
20200207:0909,712.31,27.25,8.48,2.34,0.0
20200207:1009,910.59,35.43,11.55,3.45,0.0
20200207:1109,1054.61,40.72,13.07,4.07,0.0
20200207:1209,1007.25,42.13,14.09,4.07,0.0
20200207:1309,972.79,39.35,14.82,4.07,0.0
20200207:1409,846.13,32.97,15.29,4.0,0.0
20200207:1509,605.36,24.06,15.49,3.93,0.0
20200207:1609,395.24,13.52,15.28,3.79,0.0
20200207:1709,0.0,0.0,14.57,3.38,0.0
20200207:1809,0.0,0.0,13.16,3.17,0.0
20200207:1909,0.0,0.0,12.32,3.17,0.0
20200207:2009,0.0,0.0,11.38,3.1,0.0
20200207:2109,0.0,0.0,10.59,2.97,0.0
20200207:2209,0.0,0.0,9.81,2.97,0.0
20200207:2309,0.0,0.0,9.31,2.76,0.0
20200208:0009,0.0,0.0,8.74,2.76,0.0
20200208:0109,0.0,0.0,8.26,2.97,0.0
20200208:0209,0.0,0.0,7.92,2.97,0.0
20200208:0309,0.0,0.0,7.52,2.9,0.0
20200208:0409,0.0,0.0,6.94,3.1,0.0
20200208:0509,0.0,0.0,6.38,3.03,0.0
20200208:0609,0.0,0.0,5.76,2.9,0.0
20200208:0709,122.56,6.07,5.42,2.9,0.0
20200208:0809,428.1,17.37,6.51,2.0,0.0
20200208:0909,754.8,27.48,9.8,1.45,0.0
20200208:1009,629.13,35.7,12.14,1.45,0.0
20200208:1109,1072.57,41.02,13.81,1.93,0.0
20200208:1209,1103.71,42.45,15.06,2.07,0.0
20200208:1309,832.56,39.65,16.0,2.21,0.0
20200208:1409,854.87,33.25,16.71,2.55,0.0
20200208:1509,634.86,24.3,16.98,2.55,0.0
20200208:1609,330.43,13.73,16.84,2.48,0.0
20200208:1709,0.0,0.0,16.16,2.34,0.0
20200208:1809,0.0,0.0,14.62,2.69,0.0
20200208:1909,0.0,0.0,13.76,2.55,0.0
20200208:2009,0.0,0.0,12.42,2.83,0.0
20200208:2109,0.0,0.0,11.14,2.9,0.0
20200208:2209,0.0,0.0,9.98,2.83,0.0
20200208:2309,0.0,0.0,8.8,2.41,0.0
20200209:0009,0.0,0.0,8.11,1.72,0.0
20200209:0109,0.0,0.0,8.93,1.38,0.0
20200209:0209,0.0,0.0,7.12,1.93,0.0
20200209:0309,0.0,0.0,6.05,2.14,0.0
20200209:0409,0.0,0.0,5.5,2.14,0.0
20200209:0509,0.0,0.0,5.85,1.93,0.0
20200209:0609,0.0,0.0,7.02,1.59,0.0
20200209:0709,181.75,6.24,3.67,2.48,0.0
20200209:0809,476.89,17.57,4.51,2.41,0.0
20200209:0909,745.11,27.72,9.13,2.21,0.0
20200209:1009,915.24,35.97,12.37,3.1,0.0
20200209:1109,1023.9,41.33,14.11,3.79,0.0
20200209:1209,1053.78,42.77,15.37,4.21,0.0
20200209:1309,971.52,39.96,16.26,4.28,0.0
20200209:1409,877.98,33.52,16.83,4.28,0.0
20200209:1509,622.61,24.55,17.05,4.48,0.0
20200209:1609,309.55,13.95,16.8,4.69,0.0
20200209:1709,0.0,0.0,15.8,4.14,0.0
20200209:1809,0.0,0.0,13.98,3.86,0.0
20200209:1909,0.0,0.0,12.85,3.72,0.0
20200209:2009,0.0,0.0,11.66,3.72,0.0
20200209:2109,0.0,0.0,10.53,3.79,0.0
20200209:2209,0.0,0.0,9.55,3.79,0.0
20200209:2309,0.0,0.0,8.63,3.72,0.0
20200210:0009,0.0,0.0,7.77,3.72,0.0
20200210:0109,0.0,0.0,6.98,3.86,0.0
20200210:0209,0.0,0.0,6.25,3.86,0.0
20200210:0309,0.0,0.0,5.57,3.72,0.0
20200210:0409,0.0,0.0,4.89,3.52,0.0
20200210:0509,0.0,0.0,4.26,3.38,0.0
20200210:0609,0.0,0.0,3.73,3.45,0.0
20200210:0709,178.68,6.42,3.48,3.52,0.0
20200210:0809,479.64,17.78,5.56,3.31,0.0
20200210:0909,708.8,27.96,9.95,4.07,0.0
20200210:1009,924.12,36.25,12.96,4.97,0.0
20200210:1109,1026.83,41.64,14.92,4.83,0.0
20200210:1209,1023.95,43.09,16.34,4.34,0.0
20200210:1309,996.74,40.26,17.31,3.66,0.0
20200210:1409,873.6,33.8,17.99,3.17,0.0
20200210:1509,656.89,24.79,18.32,2.97,0.0
20200210:1609,365.75,14.16,18.23,3.1,0.0
20200210:1709,9.05,2.54,17.48,2.9,0.0
20200210:1809,0.0,0.0,15.81,2.97,0.0
20200210:1909,0.0,0.0,14.67,2.62,0.0
20200210:2009,0.0,0.0,13.44,2.41,0.0
20200210:2109,0.0,0.0,11.88,2.0,0.0
20200210:2209,0.0,0.0,11.26,1.45,0.0
20200210:2309,0.0,0.0,12.18,0.76,0.0
20200211:0009,0.0,0.0,11.79,0.62,0.0
20200211:0109,0.0,0.0,11.07,1.24,0.0
20200211:0209,0.0,0.0,8.2,2.0,0.0
20200211:0309,0.0,0.0,5.97,2.76,0.0
20200211:0409,0.0,0.0,5.17,3.31,0.0
20200211:0509,0.0,0.0,4.37,3.52,0.0
20200211:0609,0.0,0.0,3.72,3.72,0.0
20200211:0709,168.69,6.61,3.29,3.79,0.0
20200211:0809,470.58,17.99,5.92,3.45,0.0
20200211:0909,695.09,28.2,10.82,3.31,0.0
20200211:1009,929.73,36.53,15.12,3.38,0.0
20200211:1109,1039.59,41.95,17.84,3.31,0.0
20200211:1209,1030.03,43.42,19.69,2.69,0.0
20200211:1309,1009.67,40.58,20.93,2.28,0.0
20200211:1409,860.02,34.08,21.73,2.21,0.0
20200211:1509,651.03,25.04,22.13,2.41,0.0
20200211:1609,361.46,14.38,22.11,2.62,0.0
20200211:1709,11.77,2.73,21.19,2.41,0.0
20200211:1809,0.0,0.0,19.07,2.97,0.0
20200211:1909,0.0,0.0,16.95,3.17,0.0
20200211:2009,0.0,0.0,15.55,3.38,0.0
20200211:2109,0.0,0.0,14.64,3.45,0.0
20200211:2209,0.0,0.0,13.84,3.52,0.0
20200211:2309,0.0,0.0,13.11,3.66,0.0
20200212:0009,0.0,0.0,12.39,3.93,0.0
20200212:0109,0.0,0.0,11.79,4.21,0.0
20200212:0209,0.0,0.0,11.08,4.41,0.0
20200212:0309,0.0,0.0,10.29,4.55,0.0
20200212:0409,0.0,0.0,9.61,4.55,0.0
20200212:0509,0.0,0.0,9.02,4.41,0.0
20200212:0609,0.0,0.0,8.58,4.34,0.0
20200212:0709,139.41,6.8,8.94,3.72,0.0
20200212:0809,258.54,18.2,10.37,3.24,0.0
20200212:0909,360.87,28.45,13.9,3.03,0.0
20200212:1009,295.9,36.82,17.83,2.55,0.0
20200212:1109,919.45,42.27,20.59,2.21,0.0
20200212:1209,734.7,43.75,21.98,2.14,0.0
20200212:1309,435.3,40.89,22.73,2.41,0.0
20200212:1409,181.33,34.36,23.19,2.69,0.0
20200212:1509,135.07,25.28,23.34,2.97,0.0
20200212:1609,96.93,14.59,23.03,3.66,0.0
20200212:1709,9.05,2.92,22.21,4.41,0.0
20200212:1809,0.0,0.0,20.85,4.14,0.0
20200212:1909,0.0,0.0,19.75,3.45,0.0
20200212:2009,0.0,0.0,19.07,2.62,0.0
